Year,Industry,Age group,Characteristics,Male Participation Rate (%),Female Participation Rate (%),Difference (%)
2003,"Forestry and logging and support activities for forestry [113, 1153]",15 years and over,Part-time employment,91.30434782608697,84.78260869565219,6.521739130434781
2003,"Forestry and logging and support activities for forestry [113, 1153]",25 to 54 years,Employment,86.47717484926787,33.161068044788976,53.31610680447889
2003,"Forestry and logging and support activities for forestry [113, 1153]",25 to 54 years,Full-time employment,89.05109489051097,26.094890510948908,62.95620437956206
2003,"Forestry and logging and support activities for forestry [113, 1153]",25 to 54 years,Part-time employment,,80.85106382978722,
2003,"Forestry and logging and support activities for forestry [113, 1153]",55 years and over,Employment,91.30434782608697,,
2003,"Forestry and logging and support activities for forestry [113, 1153]",55 years and over,Full-time employment,115.79754601226992,,
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",15 to 24 years,Employment,81.60237388724035,27.596439169139465,54.00593471810088
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",15 to 24 years,Full-time employment,84.39490445859873,22.929936305732483,61.46496815286625
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",15 years and over,Employment,83.06041784302653,23.836412035169793,59.224005807856734
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",15 years and over,Full-time employment,84.49431652579422,24.919848440687844,59.574468085106375
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",15 years and over,Part-time employment,69.47368421052632,86.8421052631579,-17.36842105263159
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",25 to 54 years,Employment,82.75862068965517,27.680037532254286,55.078583157400885
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",25 to 54 years,Full-time employment,84.14414414414415,25.825825825825827,58.31831831831832
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",25 to 54 years,Part-time employment,,96.0,
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",55 years and over,Employment,88.78504672897196,44.85981308411215,43.925233644859816
2003,"Mining, quarrying, and oil and gas extraction [21, 2100]",55 years and over,Full-time employment,89.6797153024911,32.02846975088968,57.65124555160143
2003,"Non-durables [311-316, 322-326]",15 to 24 years,Employment,65.56701030927834,37.76288659793814,27.804123711340203
2003,"Non-durables [311-316, 322-326]",15 to 24 years,Full-time employment,68.32826747720365,34.838905775075986,33.48936170212767
2003,"Non-durables [311-316, 322-326]",15 to 24 years,Part-time employment,81.13207547169812,79.24528301886792,1.8867924528301927
2003,"Non-durables [311-316, 322-326]",15 years and over,Employment,61.421725239616606,38.57294994675187,22.848775292864737
2003,"Non-durables [311-316, 322-326]",15 years and over,Full-time employment,62.693429019959645,37.312177618300076,25.38125140165957
2003,"Non-durables [311-316, 322-326]",15 years and over,Part-time employment,68.78980891719745,77.49469214437367,-8.704883227176225
2003,"Non-durables [311-316, 322-326]",25 to 54 years,Employment,60.828767123287676,39.16438356164383,21.664383561643845
2003,"Non-durables [311-316, 322-326]",25 to 54 years,Full-time employment,61.884898190045234,38.11510180995475,23.769796380090483
2003,"Non-durables [311-316, 322-326]",25 to 54 years,Part-time employment,52.41379310344828,71.49425287356323,-19.08045977011495
2003,"Non-durables [311-316, 322-326]",55 years and over,Employment,61.78571428571429,46.48809523809524,15.297619047619051
2003,"Non-durables [311-316, 322-326]",55 years and over,Full-time employment,63.92961876832847,49.05913978494624,14.870478983382228
2003,"Non-durables [311-316, 322-326]",55 years and over,Part-time employment,50.000000000000014,60.3448275862069,-10.344827586206883
2003,Real estate and rental and leasing [53],15 to 24 years,Employment,52.754237288135585,66.46489104116223,-13.710653753026648
2003,Real estate and rental and leasing [53],15 to 24 years,Full-time employment,73.07692307692308,108.97435897435899,-35.89743589743591
2003,Real estate and rental and leasing [53],15 to 24 years,Part-time employment,85.2233676975945,147.0790378006873,-61.855670103092805
2003,Real estate and rental and leasing [53],15 years and over,Employment,52.69360269360269,47.287691732136174,5.4059109614665175
2003,Real estate and rental and leasing [53],15 years and over,Full-time employment,57.53522808693576,42.41700501552424,15.11822307141152
2003,Real estate and rental and leasing [53],15 years and over,Part-time employment,42.88314176245211,87.95258620689656,-45.06944444444444
2003,Real estate and rental and leasing [53],25 to 54 years,Employment,51.01679929266136,49.01267315060418,2.0041261420571814
2003,Real estate and rental and leasing [53],25 to 54 years,Full-time employment,55.16661056883204,44.8670481319421,10.299562436889943
2003,Real estate and rental and leasing [53],25 to 54 years,Part-time employment,59.75903614457832,102.81124497991966,-43.05220883534135
2003,Real estate and rental and leasing [53],55 years and over,Employment,66.44354838709677,53.44758064516129,12.99596774193548
2003,Real estate and rental and leasing [53],55 years and over,Full-time employment,71.71265224956501,43.20469798657719,28.507954262987823
2003,Real estate and rental and leasing [53],55 years and over,Part-time employment,125.37313432835822,81.49253731343285,43.88059701492537
2003,Retail trade [44-45],15 to 24 years,Employment,45.34468775344688,54.66342254663422,-9.318734793187346
2003,Retail trade [44-45],15 to 24 years,Full-time employment,53.01573426573426,46.96241258741259,6.053321678321673
2003,Retail trade [44-45],15 to 24 years,Part-time employment,40.804745937580606,59.1952540624194,-18.390508124838796
2003,Retail trade [44-45],15 years and over,Employment,45.97051207525234,54.024203350420116,-8.053691275167779
2003,Retail trade [44-45],15 years and over,Full-time employment,53.469371327376635,46.53062867262336,6.938742654753277
2003,Retail trade [44-45],15 years and over,Part-time employment,31.627942760424677,68.36436374826896,-36.736420987844284
2003,Retail trade [44-45],25 to 54 years,Employment,45.77144448570367,54.23783884144077,-8.466394355737101
2003,Retail trade [44-45],25 to 54 years,Full-time employment,52.78759548512143,47.20670391061453,5.5808915745069
2003,Retail trade [44-45],25 to 54 years,Part-time employment,18.202010106058083,85.03248375812093,-66.83047365206285
2003,Retail trade [44-45],55 years and over,Employment,49.06847935548842,50.981873111782484,-1.913393756294063
2003,Retail trade [44-45],55 years and over,Full-time employment,58.62953462806889,41.37046537193111,17.259069256137778
2003,Retail trade [44-45],55 years and over,Part-time employment,41.91320363761943,72.03867848509266,-30.125474847473228
2003,Wholesale trade [41],15 to 24 years,Employment,75.68581014406946,51.657785671995256,24.028024472074208
2003,Wholesale trade [41],15 to 24 years,Full-time employment,70.193401592719,43.1740614334471,27.0193401592719
2003,Wholesale trade [41],15 to 24 years,Part-time employment,73.14410480349345,78.60262008733625,-5.4585152838428
2003,Wholesale trade [41],15 years and over,Employment,69.20859538784066,30.791404612159333,38.41719077568133
2003,Wholesale trade [41],15 years and over,Full-time employment,71.34954697186457,28.65999046256557,42.689556509298995
2003,Wholesale trade [41],15 years and over,Part-time employment,58.8060588060588,60.109147609147605,-1.303088803088805
2003,Wholesale trade [41],25 to 54 years,Employment,68.78021360314783,34.31703204047218,34.46318156267565
2003,Wholesale trade [41],25 to 54 years,Full-time employment,70.73170731707317,32.15585960737656,38.57584770969661
2003,Wholesale trade [41],25 to 54 years,Part-time employment,66.25514403292182,73.13345091122869,-6.878306878306873
2003,Wholesale trade [41],55 years and over,Employment,72.58064516129032,41.76517731917451,30.815467842115808
2003,Wholesale trade [41],55 years and over,Full-time employment,83.325,59.35416666666667,23.97083333333333
2003,Wholesale trade [41],55 years and over,Part-time employment,80.9748427672956,80.18867924528301,0.7861635220125862
2004,Accommodation and food services [72],15 to 24 years,Employment,39.7890588780714,60.19935095039407,-20.41029207232267
2004,Accommodation and food services [72],15 to 24 years,Full-time employment,42.10693825588797,57.89306174411203,-15.786123488224064
2004,Accommodation and food services [72],15 to 24 years,Part-time employment,38.46574344023324,61.534256559766774,-23.068513119533534
2004,Accommodation and food services [72],15 years and over,Employment,39.74276207975369,60.26716988627899,-20.524407806525303
2004,Accommodation and food services [72],15 years and over,Full-time employment,43.89430691006085,56.10569308993916,-12.21138617987831
2004,Accommodation and food services [72],15 years and over,Part-time employment,33.611691022964514,66.3883089770355,-32.77661795407099
2004,Accommodation and food services [72],25 to 54 years,Employment,39.18029517351416,60.82967690466694,-21.64938173115278
2004,Accommodation and food services [72],25 to 54 years,Full-time employment,43.87860082304527,56.1085390946502,-12.22993827160493
2004,Accommodation and food services [72],25 to 54 years,Part-time employment,35.238518142603404,77.17584369449378,-41.937325551890375
2004,Accommodation and food services [72],55 years and over,Employment,66.90765374975902,56.747638326585694,10.160015423173327
2004,Accommodation and food services [72],55 years and over,Full-time employment,76.09788359788361,50.648148148148145,25.449735449735464
2004,Accommodation and food services [72],55 years and over,Part-time employment,78.57142857142857,108.57142857142854,-29.99999999999997
2004,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Employment,71.99191102123356,31.007751937984494,40.98415908324907
2004,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Full-time employment,75.60581583198707,63.004846526655896,12.600969305331176
2004,"Agriculture [111-112, 1100, 1151-1152]",15 to 24 years,Part-time employment,74.93112947658402,66.11570247933884,8.815426997245183
2004,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Employment,70.12886197795373,32.75578326346841,37.373078714485324
2004,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Full-time employment,75.31609737686355,27.090016984336668,48.22608039252688
2004,"Agriculture [111-112, 1100, 1151-1152]",15 years and over,Part-time employment,51.027363910799494,59.40208394196124,-8.374720031161743
2004,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Employment,68.12825431625102,34.96848451630583,33.15976979994519
2004,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Full-time employment,73.53031702062174,29.048938134810715,44.481378885811026
2004,"Agriculture [111-112, 1100, 1151-1152]",25 to 54 years,Part-time employment,42.06955046649704,86.65939658306071,-44.58984611656367
2004,"Agriculture [111-112, 1100, 1151-1152]",55 years and over,Employment,73.23316638842516,32.97161936560935,40.26154702281581
2004,"Agriculture [111-112, 1100, 1151-1152]",55 years and over,Full-time employment,79.11702873160478,29.13204524977476,49.984983481830014
2004,"Agriculture [111-112, 1100, 1151-1152]",55 years and over,Part-time employment,64.64480874316939,60.81967213114754,3.8251366120218506
2004,"Business, building and other support services [55, 56]",15 to 24 years,Employment,61.654135338345874,38.34586466165413,23.30827067669174
2004,"Business, building and other support services [55, 56]",15 to 24 years,Full-time employment,61.08247422680413,38.853092783505154,22.229381443298976
2004,"Business, building and other support services [55, 56]",15 to 24 years,Part-time employment,69.30693069306932,57.75577557755774,11.551155115511577
2004,"Business, building and other support services [55, 56]",15 years and over,Employment,52.90224844522405,47.097751554775954,5.8044968904481
2004,"Business, building and other support services [55, 56]",15 years and over,Full-time employment,56.46587171052633,43.55468749999999,12.911184210526336
2004,"Business, building and other support services [55, 56]",15 years and over,Part-time employment,40.64722617354196,59.38833570412518,-18.741109530583223
2004,"Business, building and other support services [55, 56]",25 to 54 years,Employment,49.82460243217961,50.16370439663237,-0.33910196445275886
2004,"Business, building and other support services [55, 56]",25 to 54 years,Full-time employment,54.66856735566643,45.302922309337134,9.365645046329298
2004,"Business, building and other support services [55, 56]",25 to 54 years,Part-time employment,42.60635333457179,79.31729518855656,-36.710941853984764
2004,"Business, building and other support services [55, 56]",55 years and over,Employment,56.57971014492753,47.987117552334944,8.592592592592588
2004,"Business, building and other support services [55, 56]",55 years and over,Full-time employment,60.96718480138169,38.946459412780655,22.020725388601036
2004,"Business, building and other support services [55, 56]",55 years and over,Part-time employment,75.97173144876325,83.33333333333334,-7.361601884570092
2004,Construction [23],15 to 24 years,Employment,91.3059427732942,21.588407923697723,69.71753484959649
2004,Construction [23],15 to 24 years,Full-time employment,92.7482488669139,18.355995055624227,74.39225381128966
2004,Construction [23],15 to 24 years,Part-time employment,94.29824561403508,52.63157894736842,41.666666666666664
2004,Construction [23],15 years and over,Employment,88.3607588303113,11.6340006288649,76.7267582014464
2004,Construction [23],15 years and over,Full-time employment,90.73653102977947,9.257785860422823,81.47874516935664
2004,Construction [23],15 years and over,Part-time employment,73.4156378600823,54.166666666666664,19.248971193415635
2004,Construction [23],25 to 54 years,Employment,87.72131855477184,12.278681445228155,75.44263710954368
2004,Construction [23],25 to 54 years,Full-time employment,90.18456375838926,10.780201342281877,79.40436241610738
2004,Construction [23],25 to 54 years,Part-time employment,52.71317829457365,53.48837209302325,-0.7751937984495996
2004,Construction [23],55 years and over,Employment,88.66314506298252,27.93579845591223,60.72734660707029
2004,Construction [23],55 years and over,Full-time employment,91.97470817120622,31.833657587548636,60.14105058365758
2004,Construction [23],55 years and over,Part-time employment,81.02345415778251,85.57213930348257,-4.5486851457000625
2004,Educational services [61],15 to 24 years,Employment,40.42976266837716,63.11738293778062,-22.68762026940346
2004,Educational services [61],15 to 24 years,Full-time employment,62.58278145695364,67.21854304635761,-4.63576158940397
2004,Educational services [61],15 to 24 years,Part-time employment,67.73684210526316,66.57894736842105,1.1578947368421098
2004,Educational services [61],15 years and over,Employment,34.1779497098646,65.82688588007737,-31.64893617021277
2004,Educational services [61],15 years and over,Full-time employment,37.7001837752691,62.29981622473091,-24.599632449461808
2004,Educational services [61],15 years and over,Part-time employment,24.293059125964007,75.68857877341168,-51.39551964744767
2004,Educational services [61],25 to 54 years,Employment,32.75948416176287,67.2467760110179,-34.48729184925503
2004,Educational services [61],25 to 54 years,Full-time employment,36.90284054228534,63.097159457714646,-26.194318915429307
2004,Educational services [61],25 to 54 years,Part-time employment,20.206588498045786,81.57453936348409,-61.3679508654383
2004,Educational services [61],55 years and over,Employment,40.114249444620754,59.917486512218346,-19.803237067597593
2004,Educational services [61],55 years and over,Full-time employment,43.470483005366724,56.48479427549194,-13.01431127012522
2004,Educational services [61],55 years and over,Part-time employment,52.95404814004375,83.04157549234135,-30.0875273522976
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",15 to 24 years,Employment,48.521815584130124,62.53434443345422,-14.012528849324099
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",15 to 24 years,Full-time employment,48.07148626817448,63.88327948303716,-15.811793214862675
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",15 to 24 years,Part-time employment,50.84249084249084,62.564102564102576,-11.721611721611737
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",15 years and over,Employment,41.42932212296374,58.57067787703627,-17.141355754072528
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",15 years and over,Full-time employment,43.34785008894069,56.65214991105931,-13.304299822118622
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",15 years and over,Part-time employment,36.48290755001427,76.84268426842685,-40.35977671841258
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",25 to 54 years,Employment,39.20732559765134,60.778694254159106,-21.571368656507765
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",25 to 54 years,Full-time employment,41.53381829438166,58.473920445751425,-16.940102151369764
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",25 to 54 years,Part-time employment,33.26071169208424,82.57080610021788,-49.31009440813364
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",55 years and over,Employment,51.46459028550242,48.498331479421594,2.9662588060808233
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",55 years and over,Full-time employment,54.5880149812734,50.004681647940075,4.583333333333329
2004,"Finance, insurance, real estate, rental and leasing [52, 53]",55 years and over,Part-time employment,64.19354838709678,66.73387096774195,-2.5403225806451672
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 to 24 years,Employment,80.0632911392405,87.89556962025316,-7.832278481012651
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 to 24 years,Full-time employment,82.29166666666666,79.25347222222223,3.0381944444444287
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 to 24 years,Part-time employment,58.620689655172406,,
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 years and over,Employment,83.87153387153387,17.625482625482626,66.24605124605125
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 years and over,Full-time employment,85.81155686418845,15.506072874493926,70.30548398969452
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",15 years and over,Part-time employment,74.93224932249323,109.07859078590786,-34.14634146341463
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",25 to 54 years,Employment,83.27231121281464,18.37528604118993,64.8970251716247
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",25 to 54 years,Full-time employment,85.1421800947867,16.291469194312793,68.8507109004739
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",25 to 54 years,Part-time employment,62.16216216216216,72.07207207207207,-9.909909909909913
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",55 years and over,Employment,90.93525179856115,49.06474820143885,41.8705035971223
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",55 years and over,Full-time employment,93.74021909233178,34.42879499217528,59.31142410015651
2004,"Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]",55 years and over,Part-time employment,60.71428571428572,,
2004,Goods-producing sector,15 to 24 years,Employment,80.0503392427227,19.971547384548042,60.078791858174654
2004,Goods-producing sector,15 to 24 years,Full-time employment,81.85452669589888,18.1325767345886,63.72194996131029
2004,Goods-producing sector,15 to 24 years,Part-time employment,76.5079365079365,46.48526077097506,30.022675736961446
2004,Goods-producing sector,15 years and over,Employment,76.40594456418225,23.59656157586086,52.80938298832139
2004,Goods-producing sector,15 years and over,Full-time employment,77.96950935357168,22.030490646428333,55.93901870714335
2004,Goods-producing sector,15 years and over,Part-time employment,51.36170212765957,48.638297872340424,2.7234042553191458
2004,Goods-producing sector,25 to 54 years,Employment,75.41773245191507,24.58725044015546,50.830482011759614
2004,Goods-producing sector,25 to 54 years,Full-time employment,76.91923540554504,23.07904253487171,53.84019287067333
2004,Goods-producing sector,25 to 54 years,Part-time employment,37.64650726676043,65.5883731833099,-27.941865916549467
2004,Goods-producing sector,55 years and over,Employment,78.90259057451486,21.078290794379125,57.82429978013573
2004,Goods-producing sector,55 years and over,Full-time employment,81.2755871579401,18.745959922430508,62.52962723550959
2004,Goods-producing sector,55 years and over,Part-time employment,67.06281833616299,48.59932088285228,18.46349745331071
2004,Health care and social assistance [62],15 to 24 years,Employment,21.051452133381144,84.25959125134457,-63.20813911796343
2004,Health care and social assistance [62],15 to 24 years,Full-time employment,24.17826174631982,85.72292800967935,-61.54466626335953
2004,Health care and social assistance [62],15 to 24 years,Part-time employment,36.60211267605634,90.44014084507043,-53.83802816901409
2004,Health care and social assistance [62],15 years and over,Employment,18.27414113277623,81.72876044568244,-63.45461931290621
2004,Health care and social assistance [62],15 years and over,Full-time employment,20.9061262520382,79.09775603695938,-58.19162978492118
2004,Health care and social assistance [62],15 years and over,Part-time employment,10.506372717878056,89.50510965667699,-78.99873693879894
2004,Health care and social assistance [62],25 to 54 years,Employment,17.784774958325617,82.21892943137618,-64.43415447305057
2004,Health care and social assistance [62],25 to 54 years,Full-time employment,20.52424765190722,79.46616829595553,-58.94192064404831
2004,Health care and social assistance [62],25 to 54 years,Part-time employment,12.93061224489796,91.60816326530612,-78.67755102040816
2004,Health care and social assistance [62],55 years and over,Employment,22.602008117923518,77.33390301217688,-54.73189489425336
2004,Health care and social assistance [62],55 years and over,Full-time employment,26.623376623376625,73.37662337662337,-46.75324675324674
2004,Health care and social assistance [62],55 years and over,Part-time employment,32.90110650069157,86.30705394190872,-53.40594744121715
2004,"Information, culture and recreation [51, 71]",15 to 24 years,Employment,47.608627696155054,52.42263207252267,-4.814004376367613
2004,"Information, culture and recreation [51, 71]",15 to 24 years,Full-time employment,52.35502121640735,57.41159830268741,-5.056577086280058
2004,"Information, culture and recreation [51, 71]",15 to 24 years,Part-time employment,51.920492721164614,57.58678611422173,-5.666293393057117
2004,"Information, culture and recreation [51, 71]",15 years and over,Employment,51.09125630882555,48.90192333924431,2.189332969581237
2004,"Information, culture and recreation [51, 71]",15 years and over,Full-time employment,54.06182602444285,45.93817397555715,8.123652048885702
2004,"Information, culture and recreation [51, 71]",15 years and over,Part-time employment,41.737408036219584,58.290888511601594,-16.55348047538201
2004,"Information, culture and recreation [51, 71]",25 to 54 years,Employment,52.0527269068223,47.97746025357215,4.075266653250154
2004,"Information, culture and recreation [51, 71]",25 to 54 years,Full-time employment,54.70846830171217,45.32623785284591,9.382230448866267
2004,"Information, culture and recreation [51, 71]",25 to 54 years,Part-time employment,61.48892323544565,79.71835823458699,-18.22943499914134
2004,"Information, culture and recreation [51, 71]",55 years and over,Employment,57.05843729481288,64.91300065659883,-7.854563361785942
2004,"Information, culture and recreation [51, 71]",55 years and over,Full-time employment,62.76894293732459,65.8559401309635,-3.086997193638915
2004,"Information, culture and recreation [51, 71]",55 years and over,Part-time employment,80.04484304932734,97.70179372197309,-17.65695067264575
2004,Manufacturing [31-33],15 to 24 years,Employment,75.37072856221792,27.068557919621743,48.30217064259618
2004,Manufacturing [31-33],15 to 24 years,Full-time employment,76.52628955893348,25.738848741589837,50.78744081734365
2004,Manufacturing [31-33],15 to 24 years,Part-time employment,88.96000000000001,76.8,12.16000000000001
2004,Manufacturing [31-33],15 years and over,Employment,71.565383945673,28.434616054327012,43.130767891346
2004,Manufacturing [31-33],15 years and over,Full-time employment,72.47058823529412,27.52941176470588,44.94117647058823
2004,Manufacturing [31-33],15 years and over,Part-time employment,53.486238532110086,51.26146788990825,2.2247706422018325
2004,Manufacturing [31-33],25 to 54 years,Employment,70.61221094659791,29.38224366439306,41.22996728220485
2004,Manufacturing [31-33],25 to 54 years,Full-time employment,71.52083392346259,28.476333456080223,43.04450046738236
2004,Manufacturing [31-33],25 to 54 years,Part-time employment,53.21100917431193,99.60681520314549,-46.395806028833555
2004,Manufacturing [31-33],55 years and over,Employment,74.79425837320575,25.205741626794254,49.5885167464115
2004,Manufacturing [31-33],55 years and over,Full-time employment,75.94185094185094,26.328828828828833,49.61302211302211
2004,Manufacturing [31-33],55 years and over,Part-time employment,102.42424242424242,69.0909090909091,33.33333333333333
2004,Other services (except public administration) [81],15 to 24 years,Employment,38.77272727272728,61.31818181818181,-22.545454545454533
2004,Other services (except public administration) [81],15 to 24 years,Full-time employment,59.41785614329695,55.78505457598657,3.6328015673103806
2004,Other services (except public administration) [81],15 to 24 years,Part-time employment,45.96960687148992,73.43904856293358,-27.469441691443656
2004,Other services (except public administration) [81],15 years and over,Employment,48.04628902064434,51.932280877205514,-3.8859918565611764
2004,Other services (except public administration) [81],15 years and over,Full-time employment,55.4234908750585,44.56715021057557,10.856340664482929
2004,Other services (except public administration) [81],15 years and over,Part-time employment,24.35858738303652,75.70178086326592,-51.3431934802294
2004,Other services (except public administration) [81],25 to 54 years,Employment,48.75346260387813,51.25719156190072,-2.5037289580225917
2004,Other services (except public administration) [81],25 to 54 years,Full-time employment,54.56516194848252,45.422086202499365,9.143075745983154
2004,Other services (except public administration) [81],25 to 54 years,Part-time employment,48.59223300970874,80.97087378640776,-32.37864077669902
2004,Other services (except public administration) [81],55 years and over,Employment,53.9451827242525,46.09634551495017,7.848837209302324
2004,Other services (except public administration) [81],55 years and over,Full-time employment,64.06060606060605,39.53333333333333,24.527272727272717
2004,Other services (except public administration) [81],55 years and over,Part-time employment,58.278145695364245,75.49668874172187,-17.218543046357624
2004,"Professional, scientific and technical services [54]",15 to 24 years,Employment,48.68173258003767,55.55555555555556,-6.873822975517889
2004,"Professional, scientific and technical services [54]",15 to 24 years,Full-time employment,54.25274520751907,66.94584031267449,-12.693095105155422
2004,"Professional, scientific and technical services [54]",15 to 24 years,Part-time employment,61.9746835443038,102.27848101265822,-40.30379746835442
2004,"Professional, scientific and technical services [54]",15 years and over,Employment,57.56034950881177,42.439650491188225,15.120699017623544
2004,"Professional, scientific and technical services [54]",15 years and over,Full-time employment,61.0414990228762,38.96424876422577,22.07725025865043
2004,"Professional, scientific and technical services [54]",15 years and over,Part-time employment,44.30448643184822,63.57592722183344,-19.27144078998522
2004,"Professional, scientific and technical services [54]",25 to 54 years,Employment,57.34499614098277,42.65500385901724,14.68999228196553
2004,"Professional, scientific and technical services [54]",25 to 54 years,Full-time employment,60.70969584463802,39.29744395259175,21.41225189204627
2004,"Professional, scientific and technical services [54]",25 to 54 years,Part-time employment,51.91434133679429,90.76898118105127,-38.85463984425699
2004,"Professional, scientific and technical services [54]",55 years and over,Employment,65.30808729139923,42.20510626158893,23.1029810298103
2004,"Professional, scientific and technical services [54]",55 years and over,Full-time employment,71.97452229299361,38.222247497725206,33.752274795268406
2004,"Professional, scientific and technical services [54]",55 years and over,Part-time employment,62.73835573616756,56.250000000000014,6.488355736167549
2004,Public administration [91],15 to 24 years,Employment,57.217305801376604,47.68928220255654,9.528023598820063
2004,Public administration [91],15 to 24 years,Full-time employment,72.33072916666666,48.98437500000001,23.34635416666665
2004,Public administration [91],15 to 24 years,Part-time employment,60.66066066066066,69.06906906906907,-8.408408408408413
2004,Public administration [91],15 years and over,Employment,51.484313843559946,48.533750827964106,2.95056301559584
2004,Public administration [91],15 years and over,Full-time employment,53.2006976293521,46.79930237064788,6.40139525870422
2004,Public administration [91],15 years and over,Part-time employment,42.2112462006079,72.16312056737588,-29.95187436676798
2004,Public administration [91],25 to 54 years,Employment,50.531006312662456,49.468993687337544,1.0620126253249111
2004,Public administration [91],25 to 54 years,Full-time employment,52.331484808248064,47.65289385300321,4.678590955244857
2004,Public administration [91],25 to 54 years,Part-time employment,52.35204855842185,93.40751981116168,-41.05547125273983
2004,Public administration [91],55 years and over,Employment,57.21673718852844,42.73624823695346,14.480488951574984
2004,Public administration [91],55 years and over,Full-time employment,58.87899423782085,41.17338920900995,17.7056050288109
2004,Public administration [91],55 years and over,Part-time employment,51.89189189189188,58.37837837837838,-6.486486486486498
2004,Services-producing sector,15 to 24 years,Employment,44.07547358674708,55.92202397337404,-11.846550386626959
2004,Services-producing sector,15 to 24 years,Full-time employment,47.614612439201075,52.3957363137742,-4.781123874573126
2004,Services-producing sector,15 to 24 years,Part-time employment,40.77161690577745,59.22353625436217,-18.451919348584724
2004,Services-producing sector,15 years and over,Employment,45.40663155776198,54.59378773648196,-9.187156178719974
2004,Services-producing sector,15 years and over,Full-time employment,50.09146324914372,49.90907955945654,0.18238368968717822
2004,Services-producing sector,15 years and over,Part-time employment,29.503786552670856,70.49805605203517,-40.99426949936431
2004,Services-producing sector,25 to 54 years,Employment,44.65961353292625,55.34218065033162,-10.68256711740537
2004,Services-producing sector,25 to 54 years,Full-time employment,49.32964715673068,50.67176337003053,-1.3421162132998532
2004,Services-producing sector,25 to 54 years,Part-time employment,18.614258734655337,81.39754485363552,-62.783286118980186
2004,Services-producing sector,55 years and over,Employment,51.094867211440246,48.905132788559754,2.189734422880491
2004,Services-producing sector,55 years and over,Full-time employment,56.8523086243455,43.143364057293695,13.708944567051802
2004,Services-producing sector,55 years and over,Part-time employment,34.89843084782873,65.10156915217127,-30.203138304342538
2004,"Total, all industries",15 to 24 years,Employment,50.76882344555101,49.22506669925255,1.543756746298456
2004,"Total, all industries",15 to 24 years,Full-time employment,57.4266932565182,42.58807888322623,14.838614373291968
2004,"Total, all industries",15 to 24 years,Part-time employment,42.60344279420447,57.41018304037788,-14.806740246173412
2004,"Total, all industries",15 years and over,Employment,53.1781138667052,46.82157196624589,6.3565419004593124
2004,"Total, all industries",15 years and over,Full-time employment,58.16443786343375,41.835947742661915,16.328490120771832
2004,"Total, all industries",15 years and over,Part-time employment,31.24692635113365,68.75137784259528,-37.50445149146162
2004,"Total, all industries",25 to 54 years,Employment,52.800619135145595,47.1989411381885,5.601677996957093
2004,"Total, all industries",25 to 54 years,Full-time employment,57.34556844222514,42.65493190301308,14.690636539212058
2004,"Total, all industries",25 to 54 years,Part-time employment,19.83375077135286,80.16624922864713,-60.33249845729427
2004,"Total, all industries",55 years and over,Employment,58.059730066047656,41.94026993395232,16.119460132095334
